I
1100 Version - data cycle 1611, build 20161011, metadata NavXP1100. Copyright (c) 2016 Navigraph. License: GPL+2

12  42.558008333  -89.105258333      931    11430    40      0.000  JVL ENRT K5 JANESVILLE VOR/DME
 3  42.111291667  -92.908747222      979    10940    40      1.000  JWJ ENRT K3 ELMWOOD (MARSHALTOWN) VOR/DME
12  42.111291667  -92.908747222      979    10940    40      0.000  JWJ ENRT K3 ELMWOOD (MARSHALTOWN) VOR/DME
 3  42.259241667  -84.458547222      995    10960    40     -5.000  JXN ENRT K5 JACKSON VOR/DME
12  42.259241667  -84.458547222      995    10960    40      0.000  JXN ENRT K5 JACKSON VOR/DME
 2  30.465041667  -81.801650000        0      344    25      0.000   JA ENRT K7 DINNS (JACKSONVILLE) NDB
 2  34.545819444  -79.138513889        0      384    25      0.000   JB ENRT K7 JIGEL (LUMBERTON) NDB
 2  39.509855556 -101.047650000        0      408    25      0.000  JDM ENRT K3 WHEATFIELD (COLBY) NDB
 2  47.333333333 -106.938125000        0      263    25      0.000  JDN ENRT K1 JORDAN NDB
 2  31.552530556  -81.887013889        0      340    25      0.000  JES ENRT K7 SLOVER (JESUP) NDB
 2  36.416508333  -81.824283333        0      396    25      0.000  JJC ENRT K7 MOUNTAIN CITY NDB
 2  42.999419444  -74.331430556        0      523    25      0.000  JJH ENRT K6 JOHNSTOWN NDB
 2  45.890288889  -93.269236111        0      327    25      0.000  JMR ENRT K3 MORA NDB
 2  35.474986111  -78.425213889        0      263    25      0.000   JN ENRT K7 JURLY (SMITHFIELD) NDB
 2  33.737613889  -83.726841667        0      392    25      0.000  JNM ENRT K7 MONROE NDB
 2  29.668452778  -95.069844444        0      347    25      0.000  JPA ENRT K4 SANJAC (LA PORTE) NDB
 2  31.870169444  -95.215502778        0      263    25      0.000  JSO ENRT K4 CHEROKEE CO. (JACKSONVILLE) NDB
 2  36.434016667  -81.321816667        0      410    25      0.000   JU ENRT K7 ASHEE (WEST JEFFERSON) NDB
 2  32.668080556  -96.532252778        0      388    25      0.000  JUG ENRT K4 JECCA (SEAGOVILLE) NDB
 2  31.305094444  -86.390894444        0      264    25      0.000  JUY ENRT K7 JUDD (ANDALUSIA) NDB
 2  41.382383333  -73.112494444        0      362    25      0.000  JWE ENRT K6 CLERA (OXFORD) NDB
 2  36.110558333  -83.475633333        0      346    25      0.000  JXT ENRT K7 JEFFERSON (MORRISTOWN) NDB
 2  43.985500000  -94.552705556        0      260    25      0.000  JYG ENRT K3 ST. JAMES NDB
 2  32.649166667  -81.594275000        0      245    25      0.000  JYL ENRT K7 SYLVANIA NDB
 2  40.897547222  -97.617013889        0      257    25      0.000  JYR ENRT K3 YORK NDB
 2  42.220005556  -83.203311111        0      223    25      0.000  JZJ ENRT K5 ALAINA (DETROIT) NDB
 2  40.518102778  -90.560438889        0      251    25      0.000  JZY ENRT K5 MACOMB NDB
 2  38.477972222  -89.737866667        0      385    25      0.000   JD KBLV K5 GOOEY (BELLEVILLE) NDB
 2  32.413033333  -90.261283333        0      260    25      0.000   JH KHKS K7 BRENZ (JACKSON) NDB
 2  32.412502778  -90.119538889        0      365    25      0.000   JA KJAN K7 ALLEN (JACKSON) NDB
 2  30.465041667  -81.801650000        0      344    25      0.000   JA KJAX K7 DINNS (JACKSONVILLE) NDB
 2  38.547994444  -92.071994444        0      397    25      0.000   JE KJEF K3 ALGOA (JEFFERSON CITY) NDB
 2  37.203147222  -94.558552778        0      344    25      0.000   JL KJLN K3 LUNNS (JOPLIN) NDB
 2  46.862847222  -98.580733333        0      395    25      0.000   JM KJMS K3 SABON (JAMESTOWN) NDB
 2  38.473969444  -85.737225000        0      331    25      0.000   JV KJVY K5 CATCH (JEFFERSONVILLE) NDB
 2  42.317841667  -84.365516667        0      212    25      0.000   JX KJXN K5 JAKSO (JACKSON) NDB
 2  38.913650000  -95.153747222        0      338    25      0.000   JZ KLWC K3 NEWBN (LAWRENCE) NDB
 2  40.180863889  -85.320916667        0      365    25      0.000   JN KMIE K5 BALLL (MUNCIE) NDB
13  69.240286111  -51.060811111       95    11195    25      0.000   JA ENRT BG ILULISSAT DME-ILS
99
