I
1100 Version - data cycle 1611, build 20161011, metadata NavXP1100. Copyright (c) 2016 Navigraph. License: GPL+2

 2 -32.803333333  151.828888889        0      365    50      0.000  WLM ENRT YB WILLIAMTOWN (NEWCASTLE) NDB
 2 -26.624783333  120.220008333        0      383    50      0.000  WLU ENRT YM WILUNA NDB
 2 -32.755061111  151.532755556        0      224    50      0.000  WMD ENRT YB WEST MAITLAND NDB
 2 -39.061300000  177.412427778        0      246    50      0.000   WO ENRT NZ WAIROA NDB
 2 -34.557930556  150.790991667        0      239    50      0.000  WOL ENRT YM WOLLONGONG NDB
 2  -8.366280556  123.437897222        0      311    50      0.000   WP ENRT WA LEWOLEBA NDB
 2 -12.661666667  141.898888889        0      377    50      0.000   WP ENRT YB WEIPA NDB
 2 -35.771833333  174.361805556        0      326    50      0.000   WR ENRT NZ WHANGAREI NDB
 2 -31.143466667  136.808236111        0      248    50      0.000   WR ENRT YM WOOMERA NDB
 2 -41.742388889  171.580027778        0      278    50      0.000   WS ENRT NZ WESTPORT NDB
 2 -39.959388889  175.026500000        0      382    50      0.000   WU ENRT NZ WHANGANUI NDB
 2 -40.997972222  145.708230556        0      302    50      0.000  WYY ENRT YM WYNYARD NDB
 4  -5.094555556  119.542722222       47    11010    25    209.865 IMAK WAAA WA 21 ILS-cat-I
 6  -5.071077778  119.557508333       47    11010    25 300209.865 IMAK WAAA WA 21 GS
12  -5.071077778  119.557508333       41    11010    25      0.000 IMAK WAAA WA SULTAN HASANUDDIN DME-ILS
 4  -5.064627778  119.559977778       47    11050    25     29.865 IUJP WAAA WA 03 ILS-cat-I
 6  -5.090277778  119.546438889       47    11050    25 300029.865 IUJP WAAA WA 03 GS
12  -5.090277778  119.546438889       38    11050    25      0.000 IUJP WAAA WA SULTAN HASANUDDIN DME-ILS
 4  -5.070247222  119.564002778       47    11130    25    130.711 IUPG WAAA WA 13 ILS-cat-I
 6  -5.056791667  119.546872222       47    11130    25 290130.711 IUPG WAAA WA 13 GS
12  -5.062325000  119.553436111       47    11130    25      0.000 IUPG WAAA WA HASANUDDIN DME-ILS
 4  -1.195916667  136.124688889       36    11050    25    109.258 IBIK WABB WA 11 ILS-cat-I
 6  -1.184952778  136.095672222       36    11050    25 300109.258 IBIK WABB WA 11 GS
12  -1.184952778  136.095672222       36    11050    25      0.000 IBIK WABB WA FRANS KAISIEPO DME-ILS
 4  -8.748858333  115.152472222       12    11030    25    267.673 IDPS WADD WA 27 ILS-cat-I
 6  -8.748908333  115.178458333       12    11030    25 300267.673 IDPS WADD WA 27 GS
12  -8.748908333  115.178458333       12    11030    25      0.000 IDPS WADD WA I GUSTI NGURAH RAI INTL DME-ILS
 4  -8.768172222  116.288855556      319    10990    25    129.170 ILMB WADL WA 13 ILS-cat-I
